id,filename,path,text,num_chars,duration,sample_rate
649,050337.wav,wavs\050337.wav,В начале марта воздушная гавань в Сочи была названа одной из лучших в Европе.,77,6.348,44100
650,183548.wav,wavs\183548.wav,В декабре две тысячи семнадцатого года индийская актриса стала жертвой домогательств со стороны мужчины средних лет.,116,9.195,44100
651,519815.wav,wavs\519815.wav,Известность Балону принесла роль капитана гвардейцев кардинала Жюссака в фильме «Д'Артаньян и три мушкетера» режиссера Георгия Юнгвальд-Хилькевича.,147,12.382,44100
652,449363.wav,wavs\449363.wav,Сайт The Village появился в апреле две тысячи десятого года как блог о городской жизни в рамках интернет-проекта Look At Me.,124,9.326,44100
653,077466.wav,wavs\077466.wav,"Комментируя уничтожение самолета, Путин пообещал серьезные последствия для связей между Москвой и Анкарой.",106,8.359,44100
654,424272.wav,wavs\424272.wav,"Однако в описании к снимку пользователи сети обнаружили, что он был сделан на профессиональную камеру Canon EOS 5D Mark III.",124,9.848,44100
655,448347.wav,wavs\448347.wav,"""Валенсия"" набрала двадцать один очко и переместилась на четвертое место в турнирной таблице.",93,6.296,44100
656,053308.wav,wavs\053308.wav,Минэкономразвития России МЭР не намерено поддерживать экспорт отечественных автомобилей в Казахстан.,100,7.837,44100
657,194187.wav,wavs\194187.wav,"Об этом сообщается в пресс-релизе гостиницы, поступившем в редакцию «Ленты.ру» во вторник, двадцать девятого декабря.",117,8.49,44100
658,158363.wav,wavs\158363.wav,"Необходимые для поездки пять тысяч семьсот долларов старику предоставил британский бизнесмен, который прочел историю Мийана.",124,9.091,44100
659,021039.wav,wavs\021039.wav,"В январе очевидцы рассказали подробности драки, произошедшей на борту российского лайнера, который вылетал из мексиканского Канкуна в Москву.",141,9.378,44100
660,389702.wav,wavs\389702.wav,"По словам источника в силовых структурах КБР, Джаппуев был убит в ходе ночной спецоперации.",91,7.288,44100
661,374420.wav,wavs\374420.wav,"По версии следствия, он заранее оставил ключ от хранилища на оконной решетке, затем вернулся ночью и забрал девятьсот семьдесят тысяч рублей.",141,10.762,44100
662,273242.wav,wavs\273242.wav,"Храм загорелся около шести утра первого сентября, о возгорании в МЧС сообщила местная жительница.",97,7.471,44100
663,098406.wav,wavs\098406.wav,"Соответствующее предложение правительства, как сообщает РИА Новости, было подписано двадцать четвертого сентября две тысячи десятого года.",138,11.05,44100
664,471893.wav,wavs\471893.wav,Прокуратура подмосковного города Егорьевск выявила факт незаконного захвата земельных участков владельцами частных домов в деревне Юрьево.,138,10.162,44100
665,281834.wav,wavs\281834.wav,До конца года на предприятии также начнется выпуск седана Lada Vesta.,69,5.878,44100
666,105590.wav,wavs\105590.wav,"Об этом сообщает ""Обком"" со ссылкой на Zaxid.net.",49,3.788,44100
667,415157.wav,wavs\415157.wav,"Об этом сообщает ""РБК daily"".",29,2.586,44100
668,360979.wav,wavs\360979.wav,"Напомним, что Адамов был задержан, когда прибыл для дачи показаний по поводу ареста счетов его дочери - гражданки Швейцарии.",124,8.62,44100
669,379390.wav,wavs\379390.wav,"За эти деньги пассажир может взять на борт десять килограммов ручной клади, багаж придется оплачивать отдельно.",111,7.889,44100
670,237505.wav,wavs\237505.wav,"Как сообщают журналисты, это устройство может иметь отношение к торговым маркам PlayStation или PSP.",100,7.654,44100
671,523692.wav,wavs\523692.wav,"Ранее председатель банка Андрей Костин говорил о том, что облигации могут быть номинированы и в корейских вонах.",112,8.307,44100
672,110051.wav,wavs\110051.wav,"Правительство РФ приняло решение о предоставлении холдингу ""Интеко"" государственных гарантий для получения банковских кредитов на общую сумму 8,439 миллиарда долларов.",167,13.74,44100
673,412747.wav,wavs\412747.wav,Торжественное открытие дворца после десятилетней реставрации назначено на конец октября - начало ноября две тысячи восьмой года.,128,9.979,44100
674,510713.wav,wavs\510713.wav,"В настоящее время неизвестно, какую песню Монэ записала вместе с Принсом.",73,5.616,44100
675,523436.wav,wavs\523436.wav,"По словам единороса, если бы интервью с ним согласовывалось, то он ""некоторые фразы убрал бы"".",94,6.713,44100
676,466068.wav,wavs\466068.wav,"По завершении этапа игр состоится пресс-конференция, на которой члены оргкомитета российского турнира и представители спонсора соревнований Samsung Electronics.",160,12.121,44100
677,141021.wav,wavs\141021.wav,Она пошла по стопам семьи Боба Марли бренд Marley Natural и рэпера Снуп Дога Leafs by Snoop.,92,8.02,44100
678,074262.wav,wavs\074262.wav,"Второе ДТП произошло на улице Горецкого, куда очевидцы происшествия вызвали представителей правоохранительных органов.",118,9.848,44100
679,327530.wav,wavs\327530.wav,"CMGI пришлось расстаться с четвертью своих сотрудников и продать несколько дочерних компаний, работавших в сфере сетевого бизнеса.",130,9.195,44100
680,236696.wav,wavs\236696.wav,"Какое наказание может грозить работнику аэропорта, не уточняется.",65,4.859,44100
681,065094.wav,wavs\065094.wav,"В разное время в его строительстве были задействованы такие архитекторы, как Растрелли, Казаков и Воронихин.",108,8.255,44100
682,361138.wav,wavs\361138.wav,"Швейцарский трейдер Gunvor Group продал 30-процентную долю в угольной компании «Колмар» российскому предпринимателю, совладельцу Уральской горно-металлургической компании Андрею Бокареву.",187,13.27,44100
683,033126.wav,wavs\033126.wav,"Возможно, встреча в Москве сложилась бы по-другому, реализуй российские футболисты один из голевых моментов в первые минуты игры.",129,8.49,44100
684,091523.wav,wavs\091523.wav,В настоящий момент предприятие выполняет два заказа на ремонт двух катеров Росморпорта и крымской госкомпании «Черноморнефтегаз».,129,11.311,44100
685,469517.wav,wavs\469517.wav,"Комплекс, стоимость которого предварительно оценивается в двести семьдесят миллионов долларов, разместится на Новомосковской улице.",131,8.803,44100
686,042948.wav,wavs\042948.wav,"Предполагается, что в число компаний, которые будут выпускать планшеты на ""восьмерке"", войдут Asus, Dell, Hewlett-Packard и Lenovo.",131,10.031,44100
687,141507.wav,wavs\141507.wav,"По итогам встречи был достигнут ряд соглашений, основными из которых являются прекращение огня и отвод тяжелых вооружений от линии соприкосновения.",147,10.397,44100
688,265239.wav,wavs\265239.wav,"Лидерами продаж стали отечественные бренды — ГАЗ, УАЗ и «Лада» включая пикапы на базе «Лада».",93,7.654,44100
689,002173.wav,wavs\002173.wav,Авиабилеты за границу подорожали в текущем году примерно на шесть процентов в сравнении с 2015-м.,97,8.072,44100
690,527570.wav,wavs\527570.wav,"Как сообщили РИА ""Новости"" источники в суде, в заседаниях объявлен перерыв до двадцатого сентября.",98,8.803,44100
691,087550.wav,wavs\087550.wav,Возбуждено дело по статье триста восемнадцать УК РФ «Применение насилия в отношении представителя власти».,106,9.326,44100
692,295072.wav,wavs\295072.wav,Основатель Facebook Марк Цукерберг оставил сообщение на официальной странице киноэпопеи «Звездные войны» в социальной сети.,123,8.438,44100
693,257465.wav,wavs\257465.wav,"Согласно законодательству, авиакомпания обязана бесплатно провозить до десять килограммов багажа на пассажира в ручной клади или в багажном отсеке.",147,11.102,44100
694,168815.wav,wavs\168815.wav,«Тольяттиазот» — крупнейший в мире производитель аммиака с долей около восемь процентов.,88,7.131,44100
695,186284.wav,wavs\186284.wav,"По их словам, работы по созданию ""невидимого"" дрона уже начались.",65,4.859,44100
696,364297.wav,wavs\364297.wav,Препарат был внесен в список запрещенных первого января.,56,4.075,44100
697,096107.wav,wavs\096107.wav,Кхан часто выполняет подобные заказы властей — это был уже седьмой убитый им слон.,82,6.348,44100
698,317711.wav,wavs\317711.wav,Девять из них - выходцы из Марокко.,35,2.873,44100
699,118036.wav,wavs\118036.wav,Лобков стал журналистом на телеканале «Дождь» в 2012-м.,55,4.728,44100
700,157659.wav,wavs\157659.wav,"Например, Тейя могла быть массивнее, чем считалось до сих пор и, как следствие, оказала влияние на изотопный состав Земли.",122,9.273,44100
701,075089.wav,wavs\075089.wav,Поводом для принятия подобного решения послужила информация о задержании министра образования края по подозрению во взяточничестве.,131,9.796,44100
702,542308.wav,wavs\542308.wav,"Не исключалось, что единая ПВО получит и радиолокационную станцию типа «Воронеж-ДМ».",84,6.4,44100
703,516336.wav,wavs\516336.wav,Ил-96-400 — версия широкофюзеляжного авиалайнера Ил-96 с двигателями ПС-90А-1 и увеличенной грузоподъемностью.,110,11.938,44100
704,414776.wav,wavs\414776.wav,ФОМ провел телефонный опрос граждан России старше восемнадцать лет тринадцатого декабря.,88,7.34,44100
705,511231.wav,wavs\511231.wav,"Как сообщается на сайте Boy Genius Report, пока партия телефонов Vertu не обнаружена и не покидала пределов страны.",115,8.307,44100
706,506394.wav,wavs\506394.wav,Оба кандидата проиграли на президентских выборах соперникам от республиканцев.,78,5.46,44100
707,102915.wav,wavs\102915.wav,В последний раз такой прогноз был дан Филом в две тысячи седьмой году.,70,5.433,44100
708,450530.wav,wavs\450530.wav,"Издание отмечает, что еще около ста человек застряли на высоте, они ожидают эвакуации.",86,7.053,44100
709,353269.wav,wavs\353269.wav,Работа ученых опубликована в журнале Proceedings of the National Academy of Sciences.,85,5.46,44100
710,401205.wav,wavs\401205.wav,В настоящее время полиция занимается его поисками.,50,4.075,44100
711,505328.wav,wavs\505328.wav,"Стоимость украденного пока неизвестна, но, по сведениям Associated Press, речь может идти о три миллионах крон полумиллионе долларов.",133,9.378,44100
712,234604.wav,wavs\234604.wav,"До сих пор ""Миры"" погружались только в соленую воду.",52,3.762,44100
713,022191.wav,wavs\022191.wav,"У побережья Южной Кореи судно на подводных крыльях СПК столкнулось, предположительно, с китом или другим крупным морским обитателем.",132,9.744,44100
714,062261.wav,wavs\062261.wav,"По ее словам, к началу летнего сезона рост может и вовсе достигнуть тридцать процентов.",87,6.583,44100
715,326332.wav,wavs\326332.wav,"Издание уточняет, что за последние два года по крайней мере четверо жителей Флориды были ранены в результате медвежьих атак.",124,8.803,44100
716,051433.wav,wavs\051433.wav,Общая стоимость предложенных турецкой стороной инвестиционных проектов составляет пятьсот миллионов долларов.,109,7.784,44100
717,008677.wav,wavs\008677.wav,"За принятие законопроекта проголосовали восемьдесят пять членов палаты, контролируемой демократами, против выступил шестьдесят один человек.",140,11.233,44100
718,302798.wav,wavs\302798.wav,Ранее он работал руководителем департамента сельского хозяйства и продовольствия.,81,5.512,44100
719,428811.wav,wavs\428811.wav,"По словам ученых, предложение кулинарной студии было встречено ими с исследовательским энтузиазмом.",99,6.87,44100
720,041439.wav,wavs\041439.wav,"Об этом сообщается в проекте итогового доклада о миграционной ситуации, подготовленном ФМС России.",98,7.784,44100
721,285966.wav,wavs\285966.wav,"Наиболее перегруженным было воздушное пространство над США, Европой, Индией, Средним Востоком и Юго-Восточной Азией.",116,9.195,44100
722,346166.wav,wavs\346166.wav,"Стоимость покупки составила сто шестьдесят три тысячи долларов, или около 1,9 тысячи долларов за квадратный метр.",113,9.326,44100
723,514682.wav,wavs\514682.wav,Есть в Instagram и фотография его автомобиля с еще двумя спорткарами с подписью: «Эти трое сегодня разнесли столицу».,117,8.542,44100
724,134148.wav,wavs\134148.wav,Анкара считает его главным организатором и вдохновителем мятежа пятнадцатого июля.,82,6.531,44100
725,107052.wav,wavs\107052.wav,"Как сообщает AFP, из-за растущих цен на сырье в Европе кражи металлолома в последнее время участились.",102,8.176,44100
726,289182.wav,wavs\289182.wav,"Призовой фонд соревнования составил двадцать пять тысяч долларов, а победителем стал новозеландец Чэд Новак Chad Nowak.",119,8.803,44100
727,257119.wav,wavs\257119.wav,"Это связано с тем, что Microsoft оперативно выпустил патч, обеспечивающий надежную защиту компьютера от несанкционированного проникновения.",139,9.456,44100
728,064441.wav,wavs\064441.wav,В ноябре житель Свердловской области расчленил двух женщин и умер в момент задержания от эпилептического припадка.,114,9.927,44100
729,495376.wav,wavs\495376.wav,Об этом сообщает интернет-издание DELFI.,40,3.239,44100
730,412177.wav,wavs\412177.wav,"Видеозапись приобрела популярность в интернете, набрав несколько миллионов просмотров.",86,6.4,44100
731,349205.wav,wavs\349205.wav,"Зритель же может с помощью мышки крутить изображение, переводя взгляд с одного автомобиля на другой.",100,6.531,44100
732,305041.wav,wavs\305041.wav,"В итоге стартовую цену снизили с 2,89 до 1,1 миллиарда рублей.",62,6.687,44100
733,212615.wav,wavs\212615.wav,"Инцидент произошел восемнадцатого июня две тысячи одиннадцатого года в Нижнем Новгороде после мачта местной ""Волги"" с ""Зенитом"".",128,9.796,44100
734,517714.wav,wavs\517714.wav,"Таким образом, на вторые или третьи квартиры эта защита не будет распространяться.",82,5.747,44100
735,067614.wav,wavs\067614.wav,"Как сообщила «Ленте.ру» начальник пресс-службы ГУ МВД России по Московской области Татьяна Петрова, няню задержали после изучения записей камер видеонаблюдения.",160,13.322,44100
736,177246.wav,wavs\177246.wav,"Сейчас на питание парламентариев выделяются субсидии из бюджета, в дальнейшем от этого планируется отказаться.",110,7.758,44100
737,454585.wav,wavs\454585.wav,Эксперты изучили предварительные данные по бронированию авиабилетов и отелей на зимние праздники.,97,6.296,44100
738,082138.wav,wavs\082138.wav,"После распада психически неуравновешенный Вишез зарезал свою любовницу, а когда вышел из тюрьмы под залог, погиб от передозировки героином.",139,10.815,44100
739,212028.wav,wavs\212028.wav,Продажи группы в две тысячи девятом году составили четырнадцать миллиардов долларов.,84,6.452,44100
740,471241.wav,wavs\471241.wav,Также из-за блокады железнодорожного сообщения остановлена добыча на всех шахтах «Краснодонугля».,97,6.922,44100
741,240558.wav,wavs\240558.wav,"Семья Дихана сообщила, что пытается бороться с пагубной привычкой сына, однако не может заставить его полностью отказаться от нее.",130,8.385,44100
742,315118.wav,wavs\315118.wav,В тысяча девятьсот сорок первом году актриса снова снялась у Хичкока в психологическом триллере «Подозрение».,109,7.758,44100
743,394619.wav,wavs\394619.wav,"Также пятого мая пресс-служба компании сообщила, что совет директоров продлил полномочия президента «Роснефти» Игоря Сечина еще на пять лет.",140,11.703,44100
744,169406.wav,wavs\169406.wav,Средние цены на перелеты в этот период снизились примерно на 10-12 процентов.,77,6.217,44100
745,107946.wav,wavs\107946.wav,"По информации СКР, причиной инцидента стала техническая неисправность и разлом кабины подъемника.",97,7.523,44100
746,134551.wav,wavs\134551.wav,За двадцать первого апреля путешественники прошли всего двадцать один километр.,79,5.695,44100
747,432096.wav,wavs\432096.wav,"Наличие дешевой ликвидности, как считается, помогло существенно смягчить кризис.",80,5.512,44100
748,129359.wav,wavs\129359.wav,"В пресс-службе телекомпании НТВ опровергли информацию об увольнении ведущей программы ""Страна и мир"" Асет Вацуевой.",115,8.908,44100
749,008936.wav,wavs\008936.wav,Украина собирается привлечь порядка четырех миллиардов долларов в 2018-две тысячи девятнадцатого годах с помощью евробондов.,124,10.162,44100
750,537109.wav,wavs\537109.wav,"В нем он привел данные о том, как снабжались эти благотворительные заведения и о том, каким диетическим принципам они следовали.",128,9.613,44100
751,125086.wav,wavs\125086.wav,"В Москве в возрасте шестьдесят два лет скончался президент Абхазии Сергей Багапш, сообщает ""Интерфакс"".",103,8.02,44100
752,463795.wav,wavs\463795.wav,"В их число вошли удаление форварда Романа Павлюченко, пенальти в ворота москвичей в концовке встречи и незасчитанный гол Егора Титова.",134,10.162,44100
753,365486.wav,wavs\365486.wav,"Им также придется устранить факторы, которые могут привести к психическим расстройствам у школьников в будущем.",111,8.176,44100
754,043851.wav,wavs\043851.wav,"Также Огненовски похвасталась, что уверенность в себе помогла ей впервые найти себе пару.",89,6.687,44100
755,130960.wav,wavs\130960.wav,"Его сформировали из населения оккупированной республики, призванного на службу гитлеровцам, а также из добровольческих отрядов.",127,8.908,44100
756,322133.wav,wavs\322133.wav,Заключительные товарищеские матчи перед чемпионатом мира российская команда проведет в Хорватии.,96,6.034,44100
757,185923.wav,wavs\185923.wav,По итогам месяца объем предложения снизился примерно до двести тысяч квадратных метров 1050 квартир и апартаментов.,115,9.43,44100
758,281362.wav,wavs\281362.wav,"""Я никогда не был ни перед кем в долгу.",39,3.161,44100
759,363197.wav,wavs\363197.wav,"МВД Грузии объявило о задержании двух человек, готовивших теракт.",65,5.46,44100
760,317280.wav,wavs\317280.wav,"Об этом она заявила двадцать четвертого апреля, пишет Reuters.",62,6.766,44100
761,370597.wav,wavs\370597.wav,"Когда самолет приземлился в аэропорту Гатвик в Лондоне, полиция арестовала управляющую международной строительной компании Беверли Чапмен.",138,10.71,44100
762,159864.wav,wavs\159864.wav,"Журналисты обвиняют сенатора в связях с некой женщиной, выдворенной при участии сенатора из страны накануне президентской гонки.",128,9.012,44100
763,260399.wav,wavs\260399.wav,"Власти планируют завершить возведение забора за четыре года, а само заграждение обойдется бюджету страны в семнадцать миллионов евро.",133,10.449,44100
764,384009.wav,wavs\384009.wav,Существует версия OneNote для настольных компьютеров.,53,3.762,44100
765,025907.wav,wavs\025907.wav,"Требование о денежной компенсации, которое содержалось в иске Daugavas Vanagi к городским властям, судьи при этом отклонили.",124,10.162,44100
766,229781.wav,wavs\229781.wav,"«Он понимает и наши трудности, и наши амбиции по созданию в самом сердце Сибири мощного научно-образовательного и инновационного центра.",136,10.109,44100
767,472600.wav,wavs\472600.wav,Это максимальное значение с февраля текущего года.,50,3.474,44100
768,144495.wav,wavs\144495.wav,При наличии возможности провести отпуск в Крыму летом это сделали бы тридцать шесть процентов респондентов.,107,7.602,44100
769,173346.wav,wavs\173346.wav,Московский спортсмен Никита Нагорный победил в личном многоборье на Кубке России по спортивной гимнастике.,106,8.385,44100
770,317401.wav,wavs\317401.wav,"Кроме того, в гостях у пенсионерки побывал глава Вологодского района области Сергей Жестянников.",96,7.523,44100
771,472121.wav,wavs\472121.wav,"Один из них находится в Иркутской, другой — в Московской области.",65,4.78,44100
772,329044.wav,wavs\329044.wav,"Анна Третьякова, заявили представители авиакомпании, была допрошена лишь в качестве свидетеля, никаких обвинений ей предъявлено не было.",136,10.893,44100
773,330090.wav,wavs\330090.wav,"Это произошло в четверг, двадцать четвертого ноября, сообщает Reuters.",70,5.878,44100
774,310995.wav,wavs\310995.wav,"По данным ABC News, водитель буксира получил незначительные травмы.",67,5.146,44100
775,332256.wav,wavs\332256.wav,В восточных районах города была слышна стрельба и артиллерийские залпы.,71,5.669,44100
776,030559.wav,wavs\030559.wav,Российское научно-исследовательское судно «Академик Шокальский» двадцать пятого декабря две тысячи тринадцатого года застряло во льдах Антарктики в две тысячи семьсот километрах к югу от Австралии.,197,15.282,44100
777,394506.wav,wavs\394506.wav,Россияне сыграют с командой Хорватии седьмого июля в Сочи на стадионе «Фишт».,77,6.583,44100
778,074249.wav,wavs\074249.wav,"У Altimo - 25,1 процента.",25,3.709,44100
779,052594.wav,wavs\052594.wav,Об этом сообщается на сайте «Единой России».,44,3.109,44100
780,498228.wav,wavs\498228.wav,"С теми, кто соглашался, мошенница заключала договор на оказание услуг по продаже недвижимости и покупке новой.",110,8.02,44100
781,042916.wav,wavs\042916.wav,"Я бы позвал Guns N'Roses и на следующие фестивали, но не знаю, согласятся ли они выступать.",91,6.296,44100
782,103142.wav,wavs\103142.wav,Об этом сообщает Zakon.kz со ссылкой на пограничную службу Комитета нацбезопасности Казахстана.,95,7.34,44100
783,493569.wav,wavs\493569.wav,Национальный суд принял дело к рассмотрению и неоднократно направлял запросы в США.,83,5.878,44100
784,332656.wav,wavs\332656.wav,Во время паспортного контроля никто также не обратил должного внимания на их удостоверения личности.,100,7.34,44100
785,318927.wav,wavs\318927.wav,"Роскомнадзор не собирается запрещать те или иные произведения искусства, фильмы или книги, несмотря на информационные угрозы детской психике в интернете.",153,10.815,44100
786,403941.wav,wavs\403941.wav,"Кроме того, спортсмену предписано вернуть все деньги, полученные в качестве призовых после означенной даты.",107,7.706,44100
787,539965.wav,wavs\539965.wav,Внутрисетевой роуминг предполагает работу «домашнего» оператора абонента в другом субъекте РФ.,94,9.273,44100
788,105282.wav,wavs\105282.wav,"Житель ингушского села Далаково Аслан Шаухалов голыми руками поймал во своем дворе волка-альбиноса, передает stavropolye.tv.",124,10.397,44100
789,490496.wav,wavs\490496.wav,Узнав об этом адвокат предложил матери молодого человека закрыть несуществующее уголовное дело за взятку в размере сто тысяч рублей.,132,10.031,44100
790,184092.wav,wavs\184092.wav,"Один человек погиб, девять получили серьезные ранения.",54,4.258,44100
791,112755.wav,wavs\112755.wav,"Недовольство властей, по информации агентства, вызвали, в частности, материалы Бобоева, касающиеся деятельности правозащитников.",128,9.143,44100
792,537508.wav,wavs\537508.wav,"Об этом сообщил директор по коммуникациям Роскосмоса Игорь Буренков, передает РИА Новости.",90,6.713,44100
793,313270.wav,wavs\313270.wav,В октябре путешественник из Воронежской области погиб в кубанских горах при попытке сделать селфи.,98,6.635,44100
794,153797.wav,wavs\153797.wav,"Ответ директора Кларксона уже получен, сообщает телеканал.",58,4.127,44100
795,130286.wav,wavs\130286.wav,Закон будет действовать в отношении новых договоров обязательного автострахования.,82,5.46,44100
796,447949.wav,wavs\447949.wav,"Правда, по информации ""Ведомостей"", Эрмитаж ввел для турфирм единую скидку - в один евро с билета.",98,8.124,44100
797,304940.wav,wavs\304940.wav,Авиакомпания двадцать пять и двадцать шестого июля отменила рейсы SU две тысячи шестьсот восемьдесят три в Шереметьево с отправлением из Риги в одиннадцать часов сорок пять минут по местному времени.,199,15.543,44100
798,401664.wav,wavs\401664.wav,Мощности предприятия рассчитаны на переработку более восемнадцать миллионов тонн нефти в год.,93,6.4,44100
799,154887.wav,wavs\154887.wav,"В ФНС тогда ответили, что это невозможно, поскольку их серверы, с которых проводятся эти операции, находятся за пределами России.",129,9.639,44100
800,481781.wav,wavs\481781.wav,"Диего Армандо Марадона-младший родился в тысяча девятьсот восемьдесят шестой году от внебрачной связи капитана сборной Аргентины и итальянского ""Наполи"" и неаполитанки Кристины Синагры.",185,15.543,44100
801,479358.wav,wavs\479358.wav,"Сам Лэнди называет свою акцию ""исследованием романа общества с консумизмом"".",76,5.799,44100
802,023679.wav,wavs\023679.wav,"В их число вошли продавцы, производственники, строители, перевозчики и сотрудники автобизнеса.",94,7.706,44100
803,353881.wav,wavs\353881.wav,"Адвокат Николай Грамматиков прокомментировал в интервью ""Спорт-Экспрессу"" информацию о возможной двухлетней дисквалификации Егора Титова.",137,9.874,44100
804,208365.wav,wavs\208365.wav,"В перехваченных сообщениях террористов, в частности, назывался Рим.",67,5.329,44100
805,187883.wav,wavs\187883.wav,"В прошлом году Россия занимала 31-ю строчку в рейтинге с показателем годового роста цен на жилье 2,3 процента.",110,10.292,44100
806,157219.wav,wavs\157219.wav,"Об этом в понедельник, пятого марта, сообщает «Интерфакс».",58,4.833,44100
807,377285.wav,wavs\377285.wav,"Астрономы вычислили, что галактическая ""фабрика звезд"" образовалась во времена, когда возраст Вселенной составлял около 1,3 миллиарда лет.",138,10.998,44100
808,466955.wav,wavs\466955.wav,Бизнесмен Игорь Меклер мог быть убит из-за своей коммерческой деятельности или долгов после банкротства.,104,7.967,44100
809,384051.wav,wavs\384051.wav,"А любая мусорная еда — это все, что носит название рафинированная продукция, фастфуд.",85,7.654,44100
810,452863.wav,wavs\452863.wav,"Они вынесли из квартиры телефон, компьютер и часы.",50,3.579,44100
811,315788.wav,wavs\315788.wav,"Благодаря программе, более пятьсот детей в различных регионах страны получили военно-технические и массовые специальности, участвовали в патриотических и спортивных мероприятиях.",178,12.617,44100
812,013885.wav,wavs\013885.wav,"В краевом совете судей после разбирательства сообщили, что расходы на торжество составили пять миллионов рублей.",112,7.837,44100
813,331342.wav,wavs\331342.wav,"Тодд особо подчеркнул, что Microsoft обязана следовать постановлению комиссии, изданному в марте две тысячи четвртого года.",123,9.273,44100
814,362877.wav,wavs\362877.wav,В ответ глава германского внешнеполитического ведомства Франк-Вальтер Штайнмайер обвинил своего российского коллегу во вмешательстве во внутренние дела страны.,159,11.598,44100
815,289705.wav,wavs\289705.wav,Верт завоевала пять золотых олимпийских наград в индивидуальной и командной выездке.,84,6.348,44100
816,442520.wav,wavs\442520.wav,"Представители компании неоднократно заявляли, что планируют инвестировать в региональную недвижимость один миллиард долларов.",125,8.202,44100
817,510382.wav,wavs\510382.wav,"Украинский парламентарий отметил, что принятие закона было негативно воспринято в Болгарии, Венгрии, Молдавии и Румынии.",120,8.542,44100
818,001017.wav,wavs\001017.wav,Форум «Открытые инновации» начал работу в Сколково.,51,4.023,44100
819,450750.wav,wavs\450750.wav,Подробности операций по спасению марсохода приведены на портале Space.com.,74,5.251,44100
820,412558.wav,wavs\412558.wav,"Согласно завещанию Кинга, Тони является душеприказчиком относительно его недвижимого имущества, стоимость которого может составить десятки миллионов долларов.",158,12.251,44100
821,464258.wav,wavs\464258.wav,"Об этом в четверг, десятого августа, сообщает Государственная пограничная служба республики.",92,6.034,44100
822,112728.wav,wavs\112728.wav,"Ранее стало известно, что российские партии намерены открыть свои представительства в Крыму, который вошел в состав РФ.",119,8.202,44100
823,009329.wav,wavs\009329.wav,"Если включенное в повестку дня предложение совета директоров будет принято, то должность Сечина станет называться «главный исполнительный директор».",148,11.598,44100
824,076249.wav,wavs\076249.wav,"Его ассистентами стали Александр Радулов из уфимского ""Салавата Юлаева"" и еще один игрок ""Ак Барса"" Алексей Терещенко.",118,9.143,44100
825,130076.wav,wavs\130076.wav,Вы — инопланетяне!» — написал Бирюков.,38,3.709,44100
826,113899.wav,wavs\113899.wav,Фонд «Близко к сердцу» занимается поддержкой онкологических больных в Ангарске.,79,5.251,44100
827,016022.wav,wavs\016022.wav,"В американском штате Аризона мужчина выжил после того, как его укусили около тысячи пчел.",89,6.504,44100
828,175497.wav,wavs\175497.wav,"Перевозчик 100 процентов акций компании принадлежит «Аэрофлоту» информирует, что Boeing 777-200 бортовой номер VP-BHB своевременно проходил техобслуживание.",156,14.158,44100
829,421876.wav,wavs\421876.wav,После его подготовки россиянам придется обосновывать необходимость длительного пребывания в таких государствах.,111,8.62,44100
830,471188.wav,wavs\471188.wav,Он не позволяет менять свой код и является эквивалентом карты контроля доступа от одного из сибирских горнолыжных курортов.,123,9.038,44100
831,095592.wav,wavs\095592.wav,В национальной команде он провел одиннадцать встреч и забил четыре гола.,72,5.93,44100
832,336876.wav,wavs\336876.wav,"Об этом говорится в пресс-релизе оператора системы — компании РТИТС, поступившем в редакцию «Ленты.ру» в пятницу, пятнадцатого апреля.",134,10.527,44100
833,503270.wav,wavs\503270.wav,"Взрывное устройство сработало рядом с одним из магазинов, который, по предварительным данным, торгует спиртными напитками.",122,7.706,44100
834,088831.wav,wavs\088831.wav,"Они сошлись во мнении, что кошки — поистине дьявольские существа, которые только и ждут, как бы устроить человеку подлость.",123,9.038,44100
835,471009.wav,wavs\471009.wav,Среди крупных компаний отметился только «Вымпелком»: в две тысячи шестой году он закрепил за собой эксклюзивное право использовать сочетание желтого и черного.,159,12.904,44100
